index,sentence,original_review,Date,Author,URL,Rating,Language,source_file
2472,"Well thought out, well explained and just amazing to eat.","""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2473,Such a variation of tastes and quality presentation.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2474,"Oh, and you will be comfortably full!","""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2475,The wine list is a wine lovers delight.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2476,We settled for one of the many Gran Reserva Riojas and was not disappointed.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2477,The mark ups are minimal too!,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2478,The waiters were excellent.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2479,Very efficient and unobtrusive.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2480,They also spoke excellent English.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2481,Don't be afraid of taking children with you.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2482,They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2483,"!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint.","""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2484,The atmosphere in some Michelin starred restaurants can be a little pretentious.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2485,Not here.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2486,You must give this well run establishment a try.,"""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2487,""".","""From the moment you walk in to the moment you leave this is one big enjoyable experience. I have eaten tasting menus before but the 'Experiencia' was unbelievable. Well thought out, well explained and just amazing to eat. Such a variation of tastes and quality presentation. Oh, and you will be comfortably full! The wine list is a wine lovers delight. We settled for one of the many Gran Reserva Riojas and was not disappointed. The mark ups are minimal too! The waiters were excellent. Very efficient and unobtrusive. They also spoke excellent English. Don't be afraid of taking children with you. They accommodated by producing a dish of less rich and daunting food that our 12 year old loved!!!, however, to her delight, the selection of children's pudding was from the a la carte menu and didn't disappoint. The atmosphere in some Michelin starred restaurants can be a little pretentious. Not here. You must give this well run establishment a try."".",2015-08-29,David T,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r304647063-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2488,"We had a family gathering, we had a big table.","We had a family gathering, we had a big table. The food was excelent, the wine selection is wide and great and the service was discreet and impecable. A great place. The decoration is very smart.",2014-08-17,JArrigorri,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r222502211-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2489,"The food was excelent, the wine selection is wide and great and the service was discreet and impecable.","We had a family gathering, we had a big table. The food was excelent, the wine selection is wide and great and the service was discreet and impecable. A great place. The decoration is very smart.",2014-08-17,JArrigorri,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r222502211-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2490,A great place.,"We had a family gathering, we had a big table. The food was excelent, the wine selection is wide and great and the service was discreet and impecable. A great place. The decoration is very smart.",2014-08-17,JArrigorri,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r222502211-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2491,The decoration is very smart.,"We had a family gathering, we had a big table. The food was excelent, the wine selection is wide and great and the service was discreet and impecable. A great place. The decoration is very smart.",2014-08-17,JArrigorri,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r222502211-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2492,From the moment we stepped through the door the welcome was amazing.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2493,The restaurant was full - Saturday night and Mother's Day weekend.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2494,We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense!,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2495,The four of us chose the middle price tasting menu at €60.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2496,Individual changes are allowed if there are dislikes.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2497,"A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours.","From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2498,The service was faultless - neither rushed nor slow.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2499,They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2500,"Absolutely faultless cooking, each mouthful was a joy to experience.","From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2501,Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2502,A truly memorable dinner - absolute perfection.,"From the moment we stepped through the door the welcome was amazing. The restaurant was full - Saturday night and Mother's Day weekend. We didn't have to worry about our poor Spanish as not only had the whole menu had been translated it also made perfect sense! The four of us chose the middle price tasting menu at €60. Individual changes are allowed if there are dislikes. A  selection of  appetisers came in succession, followed by a superbly fresh fish course, melt in the mouth oxtail as the main course, desert and a planchette of petit fours. The service was faultless - neither rushed nor slow. They have an incredible wine selection and we accepted their recommendation and had a terrific Rioja which was also sensibly priced. Absolutely faultless cooking, each mouthful was a joy to experience. Jesus Sanchez is a chef who shows great skill using local ingredients to ensure that all his dishes work well together. A truly memorable dinner - absolute perfection.",2014-05-04,Jenny W,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r204030173-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2503,Food here has strong local roots and takes advantage of seasonal offerings.,Food here has strong local roots and takes advantage of seasonal offerings.  It also show a mastery of flavors and an inspired sense of how to use them--not to dazzle but to unearth their combined potential.  It is all getting better and better and you should expect to hear more about about the Cenador de Amos,2013-04-10,eRS,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r157333265-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2504,It also show a mastery of flavors and an inspired sense of how to use them--not to dazzle but to unearth their combined potential.,Food here has strong local roots and takes advantage of seasonal offerings.  It also show a mastery of flavors and an inspired sense of how to use them--not to dazzle but to unearth their combined potential.  It is all getting better and better and you should expect to hear more about about the Cenador de Amos,2013-04-10,eRS,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r157333265-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2505,It is all getting better and better and you should expect to hear more about about the Cenador de Amos,Food here has strong local roots and takes advantage of seasonal offerings.  It also show a mastery of flavors and an inspired sense of how to use them--not to dazzle but to unearth their combined potential.  It is all getting better and better and you should expect to hear more about about the Cenador de Amos,2013-04-10,eRS,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r157333265-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2506,"We heard about this restaurant through other guests in our hotel, and as it had a michelin star, thought we'd try it out.","We heard about this restaurant through other guests in our hotel, and as it had a michelin star, thought we'd try it out.  What a fantastic evening.  We had the cheapest menu, which still consisted of 6 courses.  All the food was beautifully presented, ""Masterchef"" style, and the dishes were innovative and elegant, but using local produce.  The staff were so attentive, but not in your face, and the way the restaurant is laid out, you don't feel over-looked or heard by other diners.  It was a real highlight to our holiday, especially as it's so off the beaten track.",2012-08-21,Racheychappers,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r137920250-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
2507,What a fantastic evening.,"We heard about this restaurant through other guests in our hotel, and as it had a michelin star, thought we'd try it out.  What a fantastic evening.  We had the cheapest menu, which still consisted of 6 courses.  All the food was beautifully presented, ""Masterchef"" style, and the dishes were innovative and elegant, but using local produce.  The staff were so attentive, but not in your face, and the way the restaurant is laid out, you don't feel over-looked or heard by other diners.  It was a real highlight to our holiday, especially as it's so off the beaten track.",2012-08-21,Racheychappers,https://www.tripadvisor.com/ShowUserReviews-g5562707-d1752010-r137920250-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html,5,en,person_5_removed_line_breaks
