review_index,sentence_index,sentence,original_review,sample_index,index,char_count,Date,Author,URL,Rating,Language,Ensembled Sentiment
41,41.3,the dessert mixes chocolate and vegetables and it is delicious!,"excellent restaurant ! in an improbable place, as the restaurant of a golf club house, Toya surprises by its setting, with splendid view over the golf fairways, large floor to ceiling windows, comfortable and hype setting, and the cuisine which is delicate, very refined and surprising. the dessert mixes chocolate and vegetables and it is delicious!  the wine list is extensive and the sommelier is extremely knowledgeable and passionate about the selection he has created. he listens to your taste and references before proposing a selection tailored for your and for the menu you chose. excellent table, should have 2 Michelin Stars already !!",41,52,527,2022-03-15,657laurentf,https://www.tripadvisor.com/ShowUserReviews-g1927317-d1906797-r831233200-Toya-Faulquemont_Moselle_Grand_Est.html,5,en,Positive (0.9994)
41,41.4,the wine list is extensive and the sommelier is extremely knowledgeable and passionate about the selection he has created.,"excellent restaurant ! in an improbable place, as the restaurant of a golf club house, Toya surprises by its setting, with splendid view over the golf fairways, large floor to ceiling windows, comfortable and hype setting, and the cuisine which is delicate, very refined and surprising. the dessert mixes chocolate and vegetables and it is delicious!  the wine list is extensive and the sommelier is extremely knowledgeable and passionate about the selection he has created. he listens to your taste and references before proposing a selection tailored for your and for the menu you chose. excellent table, should have 2 Michelin Stars already !!",41,52,527,2022-03-15,657laurentf,https://www.tripadvisor.com/ShowUserReviews-g1927317-d1906797-r831233200-Toya-Faulquemont_Moselle_Grand_Est.html,5,en,Positive (0.9994)
41,41.5,he listens to your taste and references before proposing a selection tailored for your and for the menu you chose.,"excellent restaurant ! in an improbable place, as the restaurant of a golf club house, Toya surprises by its setting, with splendid view over the golf fairways, large floor to ceiling windows, comfortable and hype setting, and the cuisine which is delicate, very refined and surprising. the dessert mixes chocolate and vegetables and it is delicious!  the wine list is extensive and the sommelier is extremely knowledgeable and passionate about the selection he has created. he listens to your taste and references before proposing a selection tailored for your and for the menu you chose. excellent table, should have 2 Michelin Stars already !!",41,52,527,2022-03-15,657laurentf,https://www.tripadvisor.com/ShowUserReviews-g1927317-d1906797-r831233200-Toya-Faulquemont_Moselle_Grand_Est.html,5,en,Positive (0.9287)
41,41.6,"excellent table, should have 2 Michelin Stars already !","excellent restaurant ! in an improbable place, as the restaurant of a golf club house, Toya surprises by its setting, with splendid view over the golf fairways, large floor to ceiling windows, comfortable and hype setting, and the cuisine which is delicate, very refined and surprising. the dessert mixes chocolate and vegetables and it is delicious!  the wine list is extensive and the sommelier is extremely knowledgeable and passionate about the selection he has created. he listens to your taste and references before proposing a selection tailored for your and for the menu you chose. excellent table, should have 2 Michelin Stars already !!",41,52,527,2022-03-15,657laurentf,https://www.tripadvisor.com/ShowUserReviews-g1927317-d1906797-r831233200-Toya-Faulquemont_Moselle_Grand_Est.html,5,en,Positive (0.9983)
41,41.7,!,"excellent restaurant ! in an improbable place, as the restaurant of a golf club house, Toya surprises by its setting, with splendid view over the golf fairways, large floor to ceiling windows, comfortable and hype setting, and the cuisine which is delicate, very refined and surprising. the dessert mixes chocolate and vegetables and it is delicious!  the wine list is extensive and the sommelier is extremely knowledgeable and passionate about the selection he has created. he listens to your taste and references before proposing a selection tailored for your and for the menu you chose. excellent table, should have 2 Michelin Stars already !!",41,52,527,2022-03-15,657laurentf,https://www.tripadvisor.com/ShowUserReviews-g1927317-d1906797-r831233200-Toya-Faulquemont_Moselle_Grand_Est.html,5,en,Positive (0.9968)
42,42.1,We had dinner here while being in Athens for holiday as both I and my husband really enjoy trying Michelin star restaurants.,"We had dinner here while being in Athens for holiday as both I and my husband really enjoy trying Michelin star restaurants. It’s definitely different from a lot of other starred restaurants in the sense that each dish of the 12-courses menu has a history in itself and it goes way beyond the simple tasting experience. It’s just pure magic! We enjoyed everything, from the appetizers to the dessert. What can be improved though is the service: in a 2-stars restaurant you expect definitely more attention to the guest (from the type of water You drink to the kindness of waiters)…definitely what you do not expect is having a waitress telling you that you cannot go to the restroom if then the next course comes 15 minutes later!… But again, the food is worth the whole experience!",42,1028,629,2023-07-03,Fiorenza,https://www.tripadvisor.com/ShowUserReviews-g189467-d18820451-r900027982-Delta-Kallithea_Kassandra_Halkidiki_Region_Central_Macedonia.html,5,en,Positive (0.9982)
42,42.2,It’s definitely different from a lot of other starred restaurants in the sense that each dish of the 12-courses menu has a history in itself and it goes way beyond the simple tasting experience.,"We had dinner here while being in Athens for holiday as both I and my husband really enjoy trying Michelin star restaurants. It’s definitely different from a lot of other starred restaurants in the sense that each dish of the 12-courses menu has a history in itself and it goes way beyond the simple tasting experience. It’s just pure magic! We enjoyed everything, from the appetizers to the dessert. What can be improved though is the service: in a 2-stars restaurant you expect definitely more attention to the guest (from the type of water You drink to the kindness of waiters)…definitely what you do not expect is having a waitress telling you that you cannot go to the restroom if then the next course comes 15 minutes later!… But again, the food is worth the whole experience!",42,1028,629,2023-07-03,Fiorenza,https://www.tripadvisor.com/ShowUserReviews-g189467-d18820451-r900027982-Delta-Kallithea_Kassandra_Halkidiki_Region_Central_Macedonia.html,5,en,Positive (0.9992)
42,42.3,It’s just pure magic!,"We had dinner here while being in Athens for holiday as both I and my husband really enjoy trying Michelin star restaurants. It’s definitely different from a lot of other starred restaurants in the sense that each dish of the 12-courses menu has a history in itself and it goes way beyond the simple tasting experience. It’s just pure magic! We enjoyed everything, from the appetizers to the dessert. What can be improved though is the service: in a 2-stars restaurant you expect definitely more attention to the guest (from the type of water You drink to the kindness of waiters)…definitely what you do not expect is having a waitress telling you that you cannot go to the restroom if then the next course comes 15 minutes later!… But again, the food is worth the whole experience!",42,1028,629,2023-07-03,Fiorenza,https://www.tripadvisor.com/ShowUserReviews-g189467-d18820451-r900027982-Delta-Kallithea_Kassandra_Halkidiki_Region_Central_Macedonia.html,5,en,Positive (0.9992)
42,42.4,"We enjoyed everything, from the appetizers to the dessert.","We had dinner here while being in Athens for holiday as both I and my husband really enjoy trying Michelin star restaurants. It’s definitely different from a lot of other starred restaurants in the sense that each dish of the 12-courses menu has a history in itself and it goes way beyond the simple tasting experience. It’s just pure magic! We enjoyed everything, from the appetizers to the dessert. What can be improved though is the service: in a 2-stars restaurant you expect definitely more attention to the guest (from the type of water You drink to the kindness of waiters)…definitely what you do not expect is having a waitress telling you that you cannot go to the restroom if then the next course comes 15 minutes later!… But again, the food is worth the whole experience!",42,1028,629,2023-07-03,Fiorenza,https://www.tripadvisor.com/ShowUserReviews-g189467-d18820451-r900027982-Delta-Kallithea_Kassandra_Halkidiki_Region_Central_Macedonia.html,5,en,Positive (0.9994)
42,42.5,"What can be improved though is the service: in a 2-stars restaurant you expect definitely more attention to the guest (from the type of water You drink to the kindness of waiters)…definitely what you do not expect is having a waitress telling you that you cannot go to the restroom if then the next course comes 15 minutes later!… But again, the food is worth the whole experience!","We had dinner here while being in Athens for holiday as both I and my husband really enjoy trying Michelin star restaurants. It’s definitely different from a lot of other starred restaurants in the sense that each dish of the 12-courses menu has a history in itself and it goes way beyond the simple tasting experience. It’s just pure magic! We enjoyed everything, from the appetizers to the dessert. What can be improved though is the service: in a 2-stars restaurant you expect definitely more attention to the guest (from the type of water You drink to the kindness of waiters)…definitely what you do not expect is having a waitress telling you that you cannot go to the restroom if then the next course comes 15 minutes later!… But again, the food is worth the whole experience!",42,1028,629,2023-07-03,Fiorenza,https://www.tripadvisor.com/ShowUserReviews-g189467-d18820451-r900027982-Delta-Kallithea_Kassandra_Halkidiki_Region_Central_Macedonia.html,5,en,Positive (0.5048)
43,43.1,"Such unique flavours, very professional service.","Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.999)
43,43.2,well-put-together concept.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.998)
43,43.3,did a good job creating sophisticated dishes using such simple and traditional food for inspo.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9989)
43,43.4,the ingredients are also locally and ethically sourced and home-made.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9991)
43,43.5,cozy but elegant interior.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9992)
43,43.6,every detail of the dinner is.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9987)
43,43.7,"choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing.","Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9994)
43,43.8,if you want to try hungarian flavours and like fine dining I definitely recommend.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9994)
43,43.9,"my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect.","Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Negative (0.9951)
43,43.1,same goes for the wine pairing.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Negative (0.9187)
43,43.11,it was a bit more than I would normally prefer to consume.,"Such unique flavours, very professional service. well-put-together concept. did a good job creating sophisticated dishes using such simple and traditional food for inspo. the ingredients are also locally and ethically sourced and home-made. cozy but elegant interior. every detail of the dinner is. choreographed, like the way they serve the food completely in sync to each guest at the table is just amazing. if you want to try hungarian flavours and like fine dining I definitely recommend. my only problem was that I legit got tired, had it been a few dishes less, it would have been perfect. same goes for the wine pairing. it was a bit more than I would normally prefer to consume.",43,728,553,2024-07-20,Hanga,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r960282541-Salt-Budapest_Central_Hungary.html,5,en,Positive (0.9938)
44,44.1,This location is as special as it can get and the journey starts already on your way from the parking lot to the castle.,"This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",44,593,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en,Positive (0.999)
44,44.2,"Take the way through the garden, the view in the castle is breathtaking.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",44,593,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en,Positive (0.9994)
44,44.3,"The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",44,593,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en,Positive (0.9993)
44,44.4,Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.,"This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",44,593,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en,Negative (0.9638)
44,44.5,"Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",44,593,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en,Positive (0.5194)
44,44.6,"The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it.","This location is as special as it can get and the journey starts already on your way from the parking lot to the castle. Take the way through the garden, the view in the castle is breathtaking. The staff do everything in their power to make you feel comfortable, it’s a balance act between top class food and down to earth atmosphere in a castle that’s one of a kind. Hardly ever have I enjoyed a lunch lasting over 4:30hrs and wished for more.  Hint: if it’s warm/sunny, try having the aperitif on the terrace, even better on the tower.  The food, well it’s a piece of art and I won’t try comparing it to anything because I just do t have the words for it. ",44,593,511,2019-05-26,Tom Taper,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r676618373-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en,Negative (0.7194)
45,45.1,Very nice oriented restaurant with ambitious chef Luka who’s specialty is local ingredients and herbs.,"Very nice oriented restaurant with ambitious chef Luka who’s specialty is local ingredients and herbs. Till now I was always excited and I felt really enthusiastic approach. This time was first surprise that they had only 3 menus and with different varieties of same ingredients, so no chance for something more common as beef stake or similar and to many combinations of different tastes and ingredients which were not composed into a harmony. Also inexperienced new young waiter wasn’t handle service well, so final experience was a little bit disappointing. Maybe was the last day before closing for holidays but I suggest guests to check offer before reservation. ",45,795,551,2019-08-08,MK001,https://www.tripadvisor.com/ShowUserReviews-g5985537-d5267378-r696917374-GRIC_LUKA_KOSIR-Sentjost_Nad_Horjulom_Upper_Carniola_Region.html,3,en,Positive (0.9994)
45,45.2,Till now I was always excited and I felt really enthusiastic approach.,"Very nice oriented restaurant with ambitious chef Luka who’s specialty is local ingredients and herbs. Till now I was always excited and I felt really enthusiastic approach. This time was first surprise that they had only 3 menus and with different varieties of same ingredients, so no chance for something more common as beef stake or similar and to many combinations of different tastes and ingredients which were not composed into a harmony. Also inexperienced new young waiter wasn’t handle service well, so final experience was a little bit disappointing. Maybe was the last day before closing for holidays but I suggest guests to check offer before reservation. ",45,795,551,2019-08-08,MK001,https://www.tripadvisor.com/ShowUserReviews-g5985537-d5267378-r696917374-GRIC_LUKA_KOSIR-Sentjost_Nad_Horjulom_Upper_Carniola_Region.html,3,en,Positive (0.9988)
45,45.3,"This time was first surprise that they had only 3 menus and with different varieties of same ingredients, so no chance for something more common as beef stake or similar and to many combinations of different tastes and ingredients which were not composed into a harmony.","Very nice oriented restaurant with ambitious chef Luka who’s specialty is local ingredients and herbs. Till now I was always excited and I felt really enthusiastic approach. This time was first surprise that they had only 3 menus and with different varieties of same ingredients, so no chance for something more common as beef stake or similar and to many combinations of different tastes and ingredients which were not composed into a harmony. Also inexperienced new young waiter wasn’t handle service well, so final experience was a little bit disappointing. Maybe was the last day before closing for holidays but I suggest guests to check offer before reservation. ",45,795,551,2019-08-08,MK001,https://www.tripadvisor.com/ShowUserReviews-g5985537-d5267378-r696917374-GRIC_LUKA_KOSIR-Sentjost_Nad_Horjulom_Upper_Carniola_Region.html,3,en,Negative (0.999)
45,45.4,"Also inexperienced new young waiter wasn’t handle service well, so final experience was a little bit disappointing.","Very nice oriented restaurant with ambitious chef Luka who’s specialty is local ingredients and herbs. Till now I was always excited and I felt really enthusiastic approach. This time was first surprise that they had only 3 menus and with different varieties of same ingredients, so no chance for something more common as beef stake or similar and to many combinations of different tastes and ingredients which were not composed into a harmony. Also inexperienced new young waiter wasn’t handle service well, so final experience was a little bit disappointing. Maybe was the last day before closing for holidays but I suggest guests to check offer before reservation. ",45,795,551,2019-08-08,MK001,https://www.tripadvisor.com/ShowUserReviews-g5985537-d5267378-r696917374-GRIC_LUKA_KOSIR-Sentjost_Nad_Horjulom_Upper_Carniola_Region.html,3,en,Negative (0.9994)
45,45.5,Maybe was the last day before closing for holidays but I suggest guests to check offer before reservation.,"Very nice oriented restaurant with ambitious chef Luka who’s specialty is local ingredients and herbs. Till now I was always excited and I felt really enthusiastic approach. This time was first surprise that they had only 3 menus and with different varieties of same ingredients, so no chance for something more common as beef stake or similar and to many combinations of different tastes and ingredients which were not composed into a harmony. Also inexperienced new young waiter wasn’t handle service well, so final experience was a little bit disappointing. Maybe was the last day before closing for holidays but I suggest guests to check offer before reservation. ",45,795,551,2019-08-08,MK001,https://www.tripadvisor.com/ShowUserReviews-g5985537-d5267378-r696917374-GRIC_LUKA_KOSIR-Sentjost_Nad_Horjulom_Upper_Carniola_Region.html,3,en,Negative (0.7949)
46,46.1,Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka.,"Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka. A little bit of a hassle getting there, but worth the trip.   The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste. The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.   Though the taste wasn’t perfect for us, could very well be for others with a more refined palate. The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars ",46,837,518,2017-12-27,Michael K,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r549549705-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en,Positive (0.998)
46,46.2,"A little bit of a hassle getting there, but worth the trip.","Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka. A little bit of a hassle getting there, but worth the trip.   The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste. The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.   Though the taste wasn’t perfect for us, could very well be for others with a more refined palate. The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars ",46,837,518,2017-12-27,Michael K,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r549549705-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en,Positive (0.9987)
46,46.3,The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste.,"Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka. A little bit of a hassle getting there, but worth the trip.   The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste. The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.   Though the taste wasn’t perfect for us, could very well be for others with a more refined palate. The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars ",46,837,518,2017-12-27,Michael K,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r549549705-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en,Negative (0.5001)
46,46.4,"The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.","Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka. A little bit of a hassle getting there, but worth the trip.   The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste. The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.   Though the taste wasn’t perfect for us, could very well be for others with a more refined palate. The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars ",46,837,518,2017-12-27,Michael K,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r549549705-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en,Positive (0.9985)
46,46.5,"Though the taste wasn’t perfect for us, could very well be for others with a more refined palate.","Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka. A little bit of a hassle getting there, but worth the trip.   The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste. The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.   Though the taste wasn’t perfect for us, could very well be for others with a more refined palate. The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars ",46,837,518,2017-12-27,Michael K,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r549549705-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en,Negative (0.5211)
46,46.6,"The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars","Kashiwaya is a 3 Michelin Star restaurants tucked away in the north side of Osaka. A little bit of a hassle getting there, but worth the trip.   The service and experience was definitely a 5 Star experience but the taste of some of the dishes didn’t completely suit our taste. The winter seasonal lunch menu came with 10 courses, all of which were beautiful plated with a brief description/explanation of the dish and its influences.   Though the taste wasn’t perfect for us, could very well be for others with a more refined palate. The service, experience, plating, and overall ambiance is well worth the visit, and enough to bump from 4 to 5 stars ",46,837,518,2017-12-27,Michael K,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r549549705-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en,Positive (0.9994)
47,47.1,Exceptional place where you have to reserve three months in advance.,"Exceptional place where you have to reserve three months in advance. Fortunately we knew somebody who knew the big boss..so we got a table. This restaurant has been ranked first in the World by all the top International Chefs, so we expected to find something amazing, and this was really amazing. The setting of the restaurant is simple, but the view is fantastic. There is no menu, the waiters/Waitresses just bring dish after dish with a detailed explanation about each dish. Everything is bio and essentially grown in the restaurant gardens. The wine list is extensive and affordable. The service is outstanding. Perfect lunch. Of course it cost a lot of money, but if you cannot afford, do not try to get in.",47,943,572,2023-07-31,jmLondon845,https://www.tripadvisor.com/ShowUserReviews-g187231-d785504-r906914355-Mirazur-Menton_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,5,en,Positive (0.5005)
